LOCCODE,TYPE,BOROUGH,NAME,NOTE,PHONE,ADDRESS,ZIP,DAY_LENGTH,PREK_SEATS,3K_SEATS,EL_SEATS,X,Y,EMAIL,WEBSITE,MEALS,INDOOR_OUTDOOR,SEMS_CODE,BUTTON_TYPE,START_TIME,EARLY_DROP,LATE_PICKUP,ENHANCED_LANG,FLEX_SCHED,SPED_FLG,INCOME_FLG,SPECIAL_PRIOR,DYNAMIC
20KBJO,NYCEEC,K,"Yeled V'Yalda ECC, Inc.",,718-854-6922,1349/53 50 Street,11219,3,44,,,986692,170199,dbodenstein@yeled.org,https://yeled.org,3,7,20KBJO,info,8:55:00 AM,,,0,1,0,0,,
20KBMM,NYCEEC,K,Brooklyn Chinese American Association,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-438-0008,812 54 Street,11220,1,70,,46,982644,171900,upk@bca.net,www.bca.net,3,7,20KBMM,info,9:00:00 AM,1,1,0,0,0,1,,
20KBPN,NYCEEC,K,Beth Jacob Day Care Center,,718-435-5755,1363 46 Street,11219,1,78,,73,987427,170925,bydcc@hotmail.com,,5,3,20KBPN,info,9:00:00 AM,0,0,0,1,0,1,,1
20KBPO,NYCEEC,K,"BROOKLYN CHILD CARE, INC.",,718-630-2831,800 Poly Place,11209,1,18,,,977227,161359,tanya.lipkin@va.gov,https://www.nyharbor.va.gov/services/Daycare_BCCI.asp,5,3,20KBPO,info,8:30:00 AM,1,1,0,1,0,0,,
20KBPP,NYCEEC,K,Georgia L. Mcmurray Bat Kids Center,,718-567-0818,140 58 Street,11220,1,35,,33,977969,174172,glmbatkids@yahoo.com,,5,9,20KBPP,info,9:00:00 AM,,,0,0,0,0,,1
20KBPQ,NYCEEC,K,Generation21 Day Care,,718-621-9321,6709 19 Avenue,11204,1,52,,,987214,163824,generation21daycare@gmail.com,,2,7,20KBPQ,info,8:20:00 AM,1,1,0,0,0,0,,
20KBPS,NYCEEC,K,Mother Love,,718-853-1408,1681 49 Street,11204,1,36,,,988846,168799,motherslove@earthlink.net,,2,3,20KBPS,info,8:00:00 AM,1,1,0,0,0,0,,1
20KBPT,NYCEEC,K,NYL - William O'Connor,,718-680-9751,420 95 Street,11209,1,19,,,975747,163419,mary.olsen@yai.org,,5,3,20KBPT,info,8:30:00 AM,,,0,0,1,0,,1
20KBPU,NYCEEC,K,OUR SAVIOUR'S LUTHERAN PRESCHOOL,,718-.74-0020,414 80 Street,11209,1,72,,,976961,167660,OSLPreschool@oslp.nyc,oslp.nyc,2,3,20KBPU,info,,1,1,0,0,0,0,,1
20KBPY,NYCEEC,K,Smart Start Early Childhood Center,,718-921-1868,8411 Fort Hamilton Parkway,11209,1,48,,,977839,165548,smartstart@verizon.net,https://Smartstartecc.com,7,7,20KBPY,info,8:40:00 AM,1,1,0,0,0,0,,
20KBPZ,NYCEEC,K,"STAR AMERICA, INC.",,718-431-2545,880 60 Street,11220,1,72,,,982127,170308,starbrooklyn880@yahoo.com,https://www.facebook.com/StarAmerica/,3,7,20KBPZ,info,8:00:00 AM,,1,0,0,0,0,,
20KBQA,NYCEEC,K,"Tiny Tots Playhouse, LLC",,718-745-4509,243 88 Street,11209,1,26,,,975123,166067,tinytotplayhouse@aol.com,www.tinytotsplayhouse.wix.com/tinytots,7,7,20KBQA,info,8:00:00 AM,1,1,0,0,0,0,,1
20KBQB,NYCEEC,K,"Long Xing Day Care Center, Inc.",,718-238-8868,762 59 Street,11220,1,43,,,981515,171211,longxingdcc@gmail.com,N/A,3,9,20KBQB,info,8:30:00 AM,1,1,0,0,0,0,,
20KBTL,NYCEEC,K,Gan Yisroel,,718-853-9853,3909 15 Avenue,11218,1,42,,,989272,171548,ll@ganyisroel.org,LL@gnayisroel.org,5,9,20KBTL,info,9:00:00 AM,,,0,0,0,0,,1
20KBUL,NYCEEC,K,Brooklyn Chinese American Association,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,347-713-1632,6409 20 Avenue,11204,1,35,,30,988328,163974,bcabensonhurst@gmail.com,https://bca.net/eng/childhood.html,3,6,20KBUL,info,9:00:00 AM,1,1,0,0,0,1,,
20KBYF,NYCEEC,K,Edith and Karl Marks JCH of Bensonhurst,,718-943-6333,7802 Bay Parkway,11214,1,30,,,987115,160171,tatyana@jchb.org,https://jchb.org,3,3,20KBYF,info,9:00:00 AM,1,1,0,0,0,0,,
20KBYG,NYCEEC,K,Happy Dragon Children and Family Center,,718-439-8816,5805 7 Avenue,11220,1,92,,,981319,171601,jane@happydragonschool.com,https://www.happydragonschool.com,2,7,20KBYG,info,8:30:00 AM,1,1,0,0,0,0,,
20KBYQ,NYCEEC,K,Bumble Bees R Us 8,,718-633-8828,5721 6 Avenue,11220,1,40,,47,980791,172187,Jacqueline@bumblebeesrus.com,https://bumblebeesrus.com,3,7,20KBYQ,info,8:30:00 AM,1,1,0,0,0,1,,
20KBZG,NYCEEC,K,Ring Around The Rosie,,718-492-7464,7106 13 Avenue,11228,1,29,,,982748,166075,Ring7104@verizon.net,,5,9,20KBZG,info,,1,1,0,0,0,0,,
20KCAK,NYCEEC,K,Kindstart Preschool,,718-621-5382,7702 New Utrecht Avenue,11214,1,20,,,984073,163035,kindstartpreschool@aol.com,Kindstart preschool Facebook ,5,1,20KCAK,info,8:30:00 AM,1,1,0,0,0,0,,
20KCDI,NYCEEC,K,Beth Jacob of Borough Park,,718-436-7300,1371 46 Street,11219,1,80,,,987479,170870,avivahimy@gmail.com,,3,7,20KCDI,info,9:00:00 AM,1,,0,1,0,0,,1
20KCEB,NYCEEC,K,Brooklyn Chinese American Association,,718-438-0008,871 50 Street,11220,1,36,,,983756,172508,bca871@bca.net,https://http://bca.net/eng/childhood.html,2,6,20KCEB,info,9:00:00 AM,0,0,0,0,0,0,,
20KCIE,NYCEEC,K,Bnos Chaya,,718-851-1212,4511 14 Avenue,11219,1,20,,,987664,170821,draizy102@gmail.com,,2,6,20KCIE,info,,1,1,0,1,0,0,,
20KCIZ,NYCEEC,K,Al Madinah School Site 2,,718-222-4986,2015 64 Street,11204,1,35,,,988538,164029,almadinahinfo@gmail.com,https://almadinah-school.com,2,2,20KCIZ,info,8:00:00 AM,,,0,0,0,0,,1
20KCJK,NYCEEC,K,LPBC Day Care,,718-621-5458,7524 14 Avenue,11228,1,15,,,982608,164657,Llv9005@msn.com,Www.lpbcupk.webs.com,2,3,20KCJK,info,8:15:00 AM,1,1,0,0,0,0,,
20KCJY,NYCEEC,K,Angel Early Childhood Development Center,,718-259-0888,1436 67 Street,11219,1,33,,,984335,166178,Angeldaycare67@gmail.com,,7,3,20KCJY,info,8:30:00 AM,0,0,0,0,0,0,,
20KCLI,NYCEEC,K,"Yeshivat Beth Hillel of Krasna, Inc.",,718-438-3535,4315 16th Avenue,11204,1,36,,,987964,171682,duvivogel@gmail.com,,2,3,20KCLI,info,9:00:00 AM,,,0,1,0,0,,
20KCNH,NYCEEC,K,Kiddieprise-1520 86th Street,,718-232-1936,1520 86 Street,11228,1,18,,,981727,161849,info@purplecrayonny.com,www.purplecrayonny.com,7,7,20KCNH,info,,1,,0,0,0,0,,
20KCNN,NYCEEC,K,"Little Brilliant Minds, Inc.",,718-234-6463,5916 20 Avenue,11204,2,15,,,989023,165054,littlebrilliantminds@gmail.com,www.littlebrilliantmindsbk.com,7,3,20KCNN,info,8:00:00 AM,1,1,0,0,0,0,,
20KCNP,NYCEEC,K,Little Sunshine Preschool,,347-921-1815,1815 85 Street,11214,1,55,,,983845,160708,nylittlesunshinepreschool@gmail.com,,3,9,20KCNP,info,8:30:00 AM,1,1,0,0,0,0,,
20KCNW,NYCEEC,K,Okie Dokie Day Care,,718-680-2618,1002 65 Street,11219,1,47,,,981992,168708,okiedokiedaycare@gmail.com,okiedokiedaycare.com,7,6,20KCNW,info,8:30:00 AM,1,1,0,0,0,0,,
20KCOH,NYCEEC,K,Sweet Home Day Care Center,,718-871-4301,927 MCDONALD AVENUE,11218,1,40,,,990640,169321,dmitriyuspenskiy@hotmail.com,,3,9,20KCOH,info,8:10:00 AM,1,1,0,0,0,0,,
20KCOI,NYCEEC,K,Treasure Island,,718-238-7676,347 74 Street,11209,1,40,,,977131,169485,silbekidz@aol.com,,3,3,20KCOI,info,8:15:00 AM,1,1,0,0,0,0,,
20KCOL,NYCEEC,K,"Happy Scholars, Inc.",,718-256-0050,7806-08 New Utrecht Avenue,11214,1,38,,,983999,162711,happyscholars2013@gmail.com,,3,7,20KCOL,info,8:30:00 AM,0,0,0,0,0,0,,
20KCOU,NYCEEC,K,"My Sunshine Kids, Inc.",,347-350-9562,928 55 Street,11219,1,60,,,983195,171140,mysunshinekids.ecc@gmail.com,www.littlesunshinecdc.com,3,6,20KCOU,info,8:30:00 AM,1,1,0,0,0,0,,1
20KCOX,NYCEEC,K,Little Hands and Feet School,,718-680-5437,1270 Bay Ridge Parkway,11228,1,13,,,982011,165313,soos016@aol.com,www.littlehandsandfeetdaycare.com,3,1,20KCOX,info,8:30:00 AM,1,1,0,0,0,0,,
20KCPO,NYCEEC,K,Redeemer St. John's Nursery School,,718-833-7700,939 83 Street,11228,1,18,,,978945,165235,RSJNURSERY@GMAIL.COM,https://www.rsjbrooklyn.org/,7,3,20KCPO,info,8:10:00 AM,0,0,0,0,0,0,,
20KCRB,NYCEEC,K,Dreamland Day Care,,718-232-8155,1379 West 7 Street,11204,1,18,,,989388,162341,dreamlanddc@gmail.com,,5,9,20KCRB,info,8:20:00 AM,1,1,0,0,0,0,,
20KCRG,NYCEEC,K,Wise Kidz,,718-871-9888,5814 Fort Hamilton Parkway,11219,1,100,,,983058,170240,wisekidzinc@gmail.com,,3,7,20KCRG,info,8:00:00 AM,0,1,0,0,0,0,,
20KCRJ,NYCEEC,K,Athena Scholars,,718-872-7108,811 54 Street,11220,1,26,,,982710,171932,Athena.scholars@gmail.com,,2,9,20KCRJ,info,8:15:00 AM,0,0,0,0,0,0,,
20KCRK,NYCEEC,K,Bay One Preschool,,718-491-0468,7106 3 Avenue,11209,2,60,,,976828,170286,BayOnePreschool@yahoo.com,bayonepreschool.com,2,7,20KCRK,info,8:00:00 AM,1,1,0,0,0,0,,
20KCRV,NYCEEC,K,Brooklyn Chinese-American Association,,718-438-0008,757 60 Street,11220,1,108,,,981324,171025,future@bca.net,,5,9,20KCRV,info,,0,0,0,0,0,0,,1
20KCSO,NYCEEC,K,Step Ahead Llc,,347-421-2724,7100 Ridge Boulevard,11209,1,28,,,976088,170529,aira17@mail.ru,www.stepaheaddaycare.com,3,3,20KCSO,info,8:20:00 AM,1,1,0,0,0,0,,
20KCSP,NYCEEC,K,Bunny Hill,,347-560-6086,345 91 Street,11209,1,36,,,975597,165091,BAYRIDGE@BUNNYHILLKIDS.COM,https://www.bunnyhillkids.com/,7,7,20KCSP,info,8:00:00 AM,1,1,0,0,0,0,,
20KCST,NYCEEC,K,Little Sunshine Child Development,,929-333-9132,2171 68 Street,11204,1,40,,,988694,162463,littlesunshine.cd@gmail.com,www.littlesunshinecdc.com,2,7,20KCST,info,8:20:00 AM,1,1,0,0,0,0,,
20KCTC,NYCEEC,K,"New Sunflower Daycare Center, Llc",,917-485-8470,1704 Bath Avenue,11214,1,12,,,981924,159660,sunflowerdaycarellc@gmail.com,,7,3,20KCTC,info,8:20:00 AM,0,1,0,0,0,0,,
20KCTD,NYCEEC,K,Brooklyn Elite Center Inc.,,718-765-9036,720 57 Street,11220,1,54,,,981592,171716,Bkelitecenter@gmail.com,,5,9,20KCTD,info,8:30:00 AM,1,1,0,0,0,0,,
20KCTG,NYCEEC,K,Worldtots,,718-745-6813,6813 8 AVENUE,11220,2,30,,,980261,168974,info@worldtots.com,www.worldtots.com,7,3,20KCTG,info,8:30:00 AM,1,1,0,0,0,0,,
20KCUF,NYCEEC,K,Athena Scholars,,718-872-7108,815 54 Street,11220,1,15,,,982747,171999,cfannie1228@gmail.com,,5,9,20KCUF,info,,,,0,0,0,0,,
20Z011,PKC,K,District 20 Pre-K Center at 1258 65th Street,,718-234-4519,1258 65 Street,11219,1,126,,,983570,167431,kfang2@schools.nyc.gov,https://schools.nyc.gov/Academics/EarlyChildhood/District20PKC,2,1,20Z011,info,8:20:00 AM,,1,0,0,0,0,,1
20Z013,PKC,K,District 20 Pre-K Center at 1668 46th Street,,718-431-8900,1668 46 Street,11204,1,180,,,989239,169329,Cprieto@schools.nyc.gov,https://schools.nyc.gov/Academics/EarlyChildhood/District20PKC,2,3,20Z013,info,8:20:00 AM,,0,0,0,0,0,,1
20Z067,PKC,K,Pre-K Center at 1355 84th Street,,718-621-8510,1355 84 Street,11228,1,162,,,981193,163156,DImbesi@schools.nyc.gov,https://www.district20prek.org,2,3,20Z067,info,8:20:00 AM,,1,0,0,0,0,,1
20Z072,PKC,K,District 20 Pre-K Center at 8501 5th Avenue,,718-439-2960,8501 5 Avenue,11209,1,18,,,977144,165850,CPitsoulis@schools.nyc.gov,https://www.District20PreK.org,2,1,20Z072,info,8:20:00 AM,,0,0,0,0,0,,
20Z073,PKC,K,District 20 Pre-K Center at 7415 Fort Hamilton Parkway,,718-567-4220,7415 Fort Hamilton Parkway,11228,1,270,,,979897,167343,HKoutsi@schools.nyc.gov,https://schools.nyc.gov/Academics/EarlyChildhood/District20PKC,3,3,20Z073,info,8:20:00 AM,,0,102,0,0,0,,1
20Z074,PKC,K,District 20 Pre-K Center at 140 58th Street,,718-439-2200,140 58 Street,11220,1,126,,,978001,174150,DKoci@schools.nyc.gov,https://schools.nyc.gov/Academics/EarlyChildhood/District20PKC,2,3,20Z074,info,8:20:00 AM,,0,109,0,0,0,,1
20Z075,PKC,K,District 20 Pre-K Center at 21 Bay 11th Street,,718-621-7930,21 Bay 11 Street,11214,1,288,,,981971,161531,LGuzman7@schools.nyc.gov,https://schools.nyc.gov/Academics/EarlyChildhood/District20PKC,2,1,20Z075,info,8:20:00 AM,,1,102,0,0,0,,1
20Z094,PKC,K,District 20 Pre-K Center at 2165 71st Street,,718-234-4900,2165 71 Street,11204,1,90,,,988183,161874,jgiorgio@schools.nyc.gov,https://schools.nyc.gov/Academics/EarlyChildhood/District20PKC,2,3,20Z094,info,8:20:00 AM,,1,0,0,0,0,,
20Z099,PKC,K,District 20 Pre-K Center at 550 59th Street,,718-238-7760,550 59 Street,11220,1,162,,,980240,172222,CCoscia@schools.nyc.gov,https://schools.nyc.gov/Academics/EarlyChildhood/District20PKC,2,3,20Z099,info,8:20:00 AM,,1,0,0,0,0,,
20Z111,PKC,K,District 20 Pre-K Center at 369 93rd Street,,929-275-3119,369 93 Street,11209,1,216,,,975631,164481,AZafiropoulos@schools.nyc.gov,,5,9,20Z111,info,,,0,0,0,0,0,,1
20Z112,PKC,K,District 20 Pre-K Center at 1423 62nd Street,<b>Note:</b> Program offers Chinese and Spanish Dual Language programming.,929-437-5554,1423 62 Street,11219,1,180,,,985158,167308,EDeange@schools.nyc.gov,https://www.District20PreK.org,2,3,20Z112,info,8:20:00 AM,,1,0,0,0,0,,1
21K090,DOE,K,P.S. 90 Edna Cohen School,,718-787-3333,2840 West 12 Street,11224,1,72,,,989819,149880,ghawkins@schools.nyc.gov,ps90.org,2,3,21K090,info,8:00:00 AM,0,0,109,0,0,0,,1
21K095,DOE,K,P.S. 95 The Gravesend,,718-449-5050,345 VAN SICKLEN STREET,11223,1,18,,,991224,156323,JNdzibah@schools.nyc.gov,http://schools.nyc.gov/schoolportals/21/k095,2,3,21K095,info,8:00:00 AM,,,0,0,0,0,,
21K099,DOE,K,P.S. 99 Isaac Asimov,,718-338-9201,1120 East 10 Street,11230,1,36,,,993722,165704,gpirrag@schools.nyc.gov,http://schools.nyc.gov/schoolportals/21/k099,2,1,21K099,info,8:00:00 AM,,,0,0,0,0,,
21K100,DOE,K,P.S. 100 The Coney Island School,,718-382-2760,2951 West 3 Street,11224,1,36,,,992317,149702,21k100@schools.nyc.gov,,2,4,21K100,info,8:00:00 AM,0,0,0,0,0,0,,
21K153,DOE,K,P.S. 153 Homecrest,,718-375-4484,1970 HOMECREST AVENUE,11229,1,72,,,995364,158309,CSanta@schools.nyc.gov,http://schools.nyc.gov/schoolportals/21/k153,2,3,21K153,info,8:00:00 AM,,,0,0,0,0,,
21K177,DOE,K,P.S. 177 The Marlboro,,718-375-9506,346 AVENUE P,11204,1,72,,,991336,160937,scaleca@schools.nyc.gov,https://www.ps177.com/,3,3,21K177,info,7:50:00 AM,0,0,0,0,0,0,,
21K188,DOE,K,P.S. 188 Michael E. Berdy,,718-265-7580,3314 NEPTUNE AVENUE,11224,1,36,,,984106,149472,ftudda@schools.nyc.gov,http://schools.nyc.gov/schoolportals/21/k188,3,3,21K188,info,8:15:00 AM,1,1,0,0,0,0,,1
21K199,DOE,K,P.S. 199 Frederick Wachtel,,718-339-1422,1100 ELM AVENUE,11230,1,36,,,994497,163891,21K199@schools.nyc.gov,,2,3,21K199,info,8:10:00 AM,0,0,0,0,0,0,,
21K209,DOE,K,P.S. 209 Margaret Mead,,718-743-1954,2609 East 7 Street,11235,1,36,,,994897,153044,FLocurc@schools.nyc.gov,,5,9,21K209,info,,,1,0,0,0,0,,
21K212,DOE,K,P.S. 212 Lady Deborah Moody,,718-266-4841,87 Bay 49 Street,11214,1,54,,,988250,153341,ILiff@schools.nyc.gov,www.ps212brooklyn.org,2,3,21K212,info,8:00:00 AM,0,0,0,0,0,0,,
21K215,DOE,K,P.S. 215 Morris H. Weiss,,718-339-2464,415 AVENUE S,11223,1,36,,,992559,158723,ABove@schools.nyc.gov,http://schools.nyc.gov/schoolportals/21/k215,2,3,21K215,info,8:00:00 AM,,1,0,0,0,0,,
21K216,DOE,K,P.S. 216 Arturo Toscanini,,718-645-2862,350 AVENUE X,11223,1,90,,,992663,154348,DNeglia@schools.nyc.gov,http://schools.nyc.gov/schoolportals/21/k216,2,3,21K216,info,8:00:00 AM,,,0,0,0,0,,1
21K225,DOE,K,P.S. K225 - The Eileen E. Zaglin,,718-743-9793,1075 OCEAN VIEW AVENUE,11235,1,54,,,996443,150554,MCosmai@schools.nyc.gov,http://schools.nyc.gov/schoolportals/21/k225,3,2,21K225,info,8:00:00 AM,,,0,0,0,0,,
21K226,DOE,K,P.S. 226 Alfred De B. Mason,,718-234-4940,6006 23 Avenue,11204,1,54,,,990693,163416,EKlein9@schools.nyc.gov,,5,9,21K226,info,,,,0,0,0,0,,
21K238,DOE,K,P.S. 238 Anne Sullivan,,718-339-4355,1633 East 8 Street,11223,1,90,,,994024,161069,hmusoff@schools.nyc.gov,http://schools.nyc.gov/schoolportals/21/k238,3,3,21K238,info,8:00:00 AM,,,109,0,0,0,,1
21K253,DOE,K,P.S. 253,,718-332-3331,601 OCEAN VIEW AVENUE,11235,1,36,,,994847,150547,RSmith2@schools.nyc.gov,PS253.org,2,3,21K253,info,8:00:00 AM,0,0,0,0,0,0,,
21K288,DOE,K,P.S. 288 The Shirley Tanyhill,,718-382-2100,2950 West 25 Street,11224,1,36,,,986399,148501,QDixon@schools.nyc.gov,http://schools.nyc.gov/schoolportals/21/k288,2,3,21K288,info,8:00:00 AM,,,0,0,0,0,,1
21K329,DOE,K,P.S. 329 Surfside,,718-787-3460,2929 West 30 Street,11224,1,48,,,985385,148644,SMarbury@schools.nyc.gov,https://ps329.schoolwires.com,2,7,21K329,info,8:20:00 AM,,,0,0,0,0,,1
21KABE,NYCEEC,K,BAIS YAAKOV D'CHASSIDEI GUR,,718-338-5600,1975 51 Street,11204,2,49,,,990426,166877,esmith@thejnet.com,,5,9,21KABE,info,9:00:00 AM,,,0,1,0,0,,1
21KABF,NYCEEC,K,Bais Yaakov Academy UPK,,718-339-4747,1213 Elm Avenue,11230,3,60,,,994745,164146,levin@byaschool.com,,8,3,21KABF,info,,0,0,0,0,0,0,,
21KABN,NYCEEC,K,Barkai Yeshivah,,718-998-7473,5302 21 Avenue,11204,3,40,,,990677,165898,dchalom@barkaionline.org,https://Barkaiyeshivah.org,5,9,21KABN,info,9:00:00 AM,,,0,0,0,0,,
21KACI,NYCEEC,K,Bambi Day Care,,718-645-7010,1981 Homecrest Avenue,11229,1,60,,,995495,158326,info@bambiacademy.com,www.bambiupk.com,3,3,21KACI,info,8:00:00 AM,1,1,0,0,0,0,,
21KAFZ,NYCEEC,K,HIDEC,,718-377-7507,1401 Avenue I,11230,1,48,,,994623,167956,hidec@verizon.net,,2,3,21KAFZ,info,8:30:00 AM,,,0,1,0,0,,1
21KAJE,NYCEEC,K,St. Athanasius School,,718-236-4791,6120 BAY PARKWAY,11204,1,60,,,989910,163686,dcompetello@stathanasiusacademy.org,www.stathanasiusacademy.org,7,3,21KAJE,info,8:30:00 AM,0,0,0,0,0,0,,1
21KAKI,NYCEEC,K,St. Peter Catholic Academy,,718-372-0025,8401 23 Avenue,11214,1,72,,,986936,158403,ctrevellian@stpeteracademy-brooklyn.org,https://stpeteracademy-brooklyn.org,3,9,21KAKI,info,8:30:00 AM,1,1,0,0,0,0,,
21KALT,NYCEEC,K,THE CHEDER,,718-252-6333,129 Elmwood Avenue,11230,1,40,,,991104,167799,upk@thechederschool.com,,3,3,21KALT,info,8:25:00 AM,0,0,0,1,0,0,,
21KANX,NYCEEC,K,Yeshiva Karlin Stolin,,718-232-7800,1801 55 Street,11204,1,36,,,988679,166928,dstein@yks.edu,,3,6,21KANX,info,9:40:00 AM,,,0,1,0,0,,
21KAOP,NYCEEC,K,Yeshivah of Flatbush,,718-377-4040,919 East 10 Street,11230,3,110,,,993607,167603,agellman@flatbush.org,www.Flatbush.org,5,9,21KAOP,info,9:30:00 AM,,,0,1,0,0,,
21KAOV,NYCEEC,K,YESHIVA OHR SHRAGA,,718-252-7777,1102 AVENUE L,11230,3,18,,,994283,165055,generaloffice@ohrshraga.org,https://ohrshraga.org,5,9,21KAOV,info,,,,0,0,0,0,,
21KATZ,NYCEEC,K,Neptune Avenue Head Start,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-332-8524,293 Neptune Avenue,11235,1,110,,79,994173,151073,neptune293@gmail.com,,3,7,21KATZ,info,9:00:00 AM,1,0,0,0,0,1,,1
21KAUK,NYCEEC,K,NYL/WOC MIDWOOD,,718-382-1060,1520 East 13 Street,11230,1,16,,,995048,162397,jessica.molina@yai.org,https://yai.org/agencies/nyl,5,3,21KAUK,info,8:45:00 AM,,,0,0,1,0,,
21KAYF,NYCEEC,K,PAL La Puerta Abierta,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-373-1100,3001 West 37 Street,11224,1,25,,34,987545,149559,rbhattacharjee@palnyc.org,https://palnyc.org,3,3,21KAYF,info,8:00:00 AM,1,1,0,0,0,1,,
21KBAW,NYCEEC,K,Bet Yaakov Ohr Sarah,,718-627-8758,1123 Avenue N,11230,1,20,,,994613,163502,Rabbielidavid@gmail.com,,3,3,21KBAW,info,,,1,0,1,0,0,,
21KBAY,NYCEEC,K,BET YAAKOV ATERET TORAH,,718-732-7770,2166 Coney Island Avenue,11223,3,40,,,994746,159360,psoffice@ateret.net,,8,3,21KBAY,info,9:30:00 AM,1,1,0,0,0,0,,
21KBBE,NYCEEC,K,PAL Carey gardens,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-372-4044,2964 West 23 Street,11224,1,20,,19,987018,148546,kchase@palnyc.org,www.palnyc.org,3,7,21KBBE,info,9:30:00 AM,1,1,0,0,0,1,,
21KBCJ,NYCEEC,K,Mazel Day School,,718-368-4490,2901 Brighton 6 Street,11235,1,26,,,994587,151048,mazeloffice@gmail.com,https://mazeldayschool.com,3,9,21KBCJ,info,,1,1,0,0,0,0,,
21KBQE,NYCEEC,K,BURATINO INTERNATIONAL DAY CARE,,718-368-2113,2962 Brighton 1 Street,11235,1,36,,,993473,150264,svetauchetel@yahoo.com,https://buratinodaycare.com,2,7,21KBQE,info,8:00:00 AM,1,1,0,0,0,0,,1
21KBQF,NYCEEC,K,Cinderella Day Care,,718-743-1841,130 Brighton 11 Street,11235,1,18,,,995871,150512,cinderelladcc@optonline.net,http://www.cinderelladaycare.com,3,3,21KBQF,info,,0,0,0,0,0,0,,1
21KBQG,NYCEEC,K,M.S. SUNSHINE DAY CARE CENTER,,718-648-8786,3096 Brighton 6 Street,11235,1,35,,,994935,149503,mila2005yu@yahoo.com,,3,7,21KBQG,info,8:00:00 AM,1,1,0,0,0,0,,1
21KBQH,NYCEEC,K,MAGEN DAVID YESHIVAH,,718-676-0215,2170 Mcdonald Avenue,11223,3,100,,,991725,157710,Spaikin@MDYschool.org,https://http://www.magendavidyeshivah.org/,7,9,21KBQH,info,9:30:00 AM,,,0,0,0,0,,
21KBQI,NYCEEC,K,"Red Hat Day Care Center, Inc.",,718-336-1480,1317 East 15 Street,11230,1,33,,,995420,164264,daycareredhat@yahoo.com,https://redhatdaycare.com,3,7,21KBQI,info,8:30:00 AM,1,1,0,0,0,0,,
21KBQK,NYCEEC,K,Sephardic Community Center,,718-627-4300,1901 Ocean Parkway,11223,3,17,,,993771,158685,Jdkatz@scclive.org,,5,9,21KBQK,info,9:00:00 AM,,,0,0,0,0,,
21KBQL,NYCEEC,K,SHOREFRONT YM-YWHA,,347-689-1811,3300 Coney Island Avenue,11235,1,54,,,995417,148981,kirilko@shorefronty.org,shorefronty.org,3,3,21KBQL,info,8:30:00 AM,1,1,0,0,0,0,,1
21KBQN,NYCEEC,K,Friends of Crown Heights 6,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-372-8189,49 Avenue W,11223,1,20,,34,989171,154925,torres@foch.biz,,3,7,21KBQN,info,8:00:00 AM,,,0,1,0,1,,
21KBQP,NYCEEC,K,Shore Parkway Head Start,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-265-2359,8885 26 Avenue,11214,1,34,,29,986901,154500,sparkway8885@gmail.com,,3,3,21KBQP,info,9:00:00 AM,0,0,0,0,0,1,,
21KBUR,NYCEEC,K,Znayka Daycare Center,,718-333-3401,228 Avenue U,11223,1,20,,,990965,156666,znaykaony@aol.com,daycarecenteronu.com,3,7,21KBUR,info,8:30:00 AM,1,1,0,0,0,0,,
21KBVO,NYCEEC,K,"Yeled V'Yalda ECC, Inc.",,718-732-7770,2166 Coney Island Avenue,11223,3,40,,,994805,159373,cbuchman@yeled.org,https://yeled.org,5,9,21KBVO,info,9:30:00 AM,,,0,1,0,0,,
21KBWG,NYCEEC,K,Life - Coney Island,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-942-4494,2757 West 33 Street,11224,1,28,,26,984471,149969,mjordan@lifetech.org,https://lifetech.org,3,7,21KBWG,info,8:00:00 AM,,,0,1,0,1,,1
21KBWQ,NYCEEC,K,Family Head Start Coney Island,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-265-7760,2960 West 27 Street,11224,1,47,,37,986177,148311,west27street@gmail.com,,3,3,21KBWQ,info,9:00:00 AM,1,,0,0,0,1,,1
21KBXU,NYCEEC,K,Yeled V’ Yalda,,718-514-8928,1200 Ocean Parkway,11230,3,12,,,992520,164995,fbomrind@yeled.org,https://yeled.org,5,9,21KBXU,info,9:30:00 AM,,,0,1,0,0,,
21KBYC,NYCEEC,K,YWCA-NYC Roberta Bright Early Learning Center,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-266-5333,3001 West 37 Street,11224,1,20,,15,983635,147991,mbittrolff@ywcanyc.org,pal yc.org,3,7,21KBYC,info,,,,0,0,0,1,,
21KCBJ,NYCEEC,K,Congregation Yeshiva Bnei Torah,,718-475-1200,1571 55 Street,11219,1,20,,,989293,165298,mosdosybt@gmail.com,,5,9,21KCBJ,info,,1,1,0,1,0,0,,
21KCBR,NYCEEC,K,Yeshivat Darche Eres,,718-645-1256,325 Avenue Y,11223,2,96,,,988930,157302,Adouek@ydeschool.org,,5,9,21KCBR,info,9:30:00 AM,,1,0,1,0,0,,
